,Gene,Ependymoma,Glioblastoma,Medulloblastoma,Pilocytic Astrocytoma
133,1552445_a_at,3.053181706042165,0.0,3.180596339507275,0.0
134,1552448_a_at,9.27108908654219,0.0,0.0,0.0
135,1552449_a_at,0.0,0.0,0.0,0.0
136,1552450_a_at,0.0,0.0,0.0,0.0
137,1552452_at,0.0,0.0,0.0,0.0
138,1552453_a_at,0.0,0.0,-2.32558569418726,-2.1798870821227285
139,1552455_at,0.0,2.779740881499777,0.0,0.0
140,1552456_a_at,0.0,0.0,0.0,0.0
141,1552457_a_at,0.0,0.0,0.0,0.0
142,1552458_at,-2.1748649138878924,-2.3751494903176544,-3.152075428271103,-2.3226255998502308
143,1552459_a_at,-2.245020162760571,-2.2913758201221,0.0,0.0
144,1552461_at,0.0,2.528268962386298,2.407464207673021,0.0
145,1552463_at,0.0,0.0,0.0,0.0
146,1552466_x_at,0.0,0.0,0.0,0.0
147,1552467_at,0.0,0.0,0.0,0.0
148,1552468_a_at,0.0,2.4965655992455895,2.6749053887522174,0.0
149,1552470_a_at,5.788919805530874,0.0,0.0,0.0
150,1552472_a_at,6.173122484426118,5.3761588336967945,2.9983770014713156,3.598899499120958
151,1552473_at,-4.7840517333291945,-2.752641008510564,-4.366320621693474,-2.5795499674914297
152,1552474_a_at,-2.5523098626081744,-2.499655826739641,-5.96562850730227,-2.197526489376971
153,1552476_s_at,4.975698350325337,0.0,-2.8663702007959153,2.7155091947313936
154,1552477_a_at,0.0,0.0,0.0,0.0
155,1552478_a_at,0.0,0.0,0.0,0.0
156,1552480_s_at,0.0,-2.1266382163554685,-2.4613098772844206,0.0
157,1552481_s_at,3.254416657755184,2.8959439636920927,0.0,2.3737393375404823
158,1552482_at,0.0,0.0,0.0,0.0
159,1552484_at,0.0,0.0,0.0,0.0
160,1552485_at,0.0,2.2539392178548785,0.0,3.907742342833012
161,1552486_s_at,0.0,2.6704392085716444,0.0,4.026349883877236
162,1552487_a_at,2.657689200515739,2.585476933665269,3.12548993513516,0.0
163,1552489_s_at,-3.859384941072718,0.0,0.0,0.0
164,1552490_at,0.0,0.0,0.0,0.0
165,1552491_at,0.0,0.0,0.0,0.0
166,1552493_s_at,0.0,0.0,0.0,0.0
167,1552494_at,0.0,0.0,0.0,0.0
168,1552496_a_at,0.0,0.0,-6.051552929588512,2.2200735973017487
169,1552497_a_at,0.0,0.0,0.0,0.0
170,1552498_at,0.0,0.0,0.0,0.0
171,1552499_a_at,0.0,3.9860355771554614,3.8376335018187144,2.9753042142649946
172,1552501_a_at,0.0,0.0,0.0,0.0
173,1552502_s_at,0.0,0.0,-2.2279678767256343,2.107334630202496
174,1552503_at,0.0,0.0,0.0,0.0
175,1552504_a_at,-9.97181894072709,-6.73965290636372,0.0,-4.41433970650994
176,1552506_at,11.875088329412714,2.746454613257592,-3.3305909255537713,0.0
177,1552507_at,6.176427672263608,4.614974937610641,2.570578849673403,3.83319000594072
178,1552508_at,5.572013950069043,6.022907766000871,0.0,4.146129611794798
179,1552509_a_at,0.0,0.0,0.0,0.0
180,1552510_at,0.0,0.0,0.0,0.0
181,1552511_a_at,0.0,2.155396064978425,0.0,2.1067732484854456
182,1552514_at,0.0,0.0,0.0,0.0
183,1552515_at,2.89613491048803,2.4021101863651344,2.7131096355967834,0.0
184,1552516_a_at,4.545458900494825,0.0,0.0,0.0
185,1552518_s_at,0.0,2.063823674318468,0.0,0.0
186,1552519_at,-10.64643332977308,-9.764777432022909,-8.822764201119448,-7.196198800649878
187,1552520_at,3.890808224396771,-4.1763282771260455,0.0,-4.892926973266687
188,1552521_a_at,3.3006804328679205,-5.35398621890749,0.0,-7.817827387617727
189,1552522_at,6.18895141667868,2.516967541279104,2.126367224784105,3.2563045639146506
190,1552523_a_at,11.454070576971992,6.506586741640837,3.2807694938087844,3.818412261534131
191,1552524_at,0.0,0.0,0.0,0.0
192,1552526_at,2.6086900845137473,2.133898806272417,0.0,0.0
193,1552528_at,0.0,-2.1408335627952475,0.0,0.0
194,1552531_a_at,0.0,3.6432183704581775,5.400916823403873,0.0
195,1552532_a_at,2.3305458542827733,0.0,0.0,0.0
196,1552535_at,0.0,0.0,2.0804023274653387,0.0
197,1552536_at,0.0,0.0,0.0,0.0
198,1552538_a_at,0.0,-2.4964962863915945,-4.593764285613209,-3.550469398430831
199,1552540_s_at,4.335477774551517,0.0,0.0,-2.7079096649108334
200,1552541_at,0.0,0.0,0.0,0.0
201,1552542_s_at,0.0,3.643942038383864,0.0,2.4178275951844244
202,1552543_a_at,5.224873313117629,0.0,0.0,0.0
203,1552544_at,3.911799829613724,2.995735837617535,0.0,2.6479478604449445
204,1552546_a_at,0.0,0.0,0.0,-2.176722263208766
205,1552548_at,0.0,0.0,0.0,0.0
206,1552549_a_at,-2.259532749130293,0.0,0.0,0.0
207,1552552_s_at,-3.5909058487012735,-2.698354291986251,-3.088504815205419,-2.8021132026652062
208,1552553_a_at,0.0,0.0,0.0,3.5606909888777896
209,1552554_a_at,0.0,0.0,0.0,0.0
210,1552555_at,0.0,0.0,0.0,0.0
211,1552557_a_at,11.142332065469732,10.315231149131106,5.589276110709613,9.073247021393785
212,1552558_a_at,0.0,0.0,0.0,0.0
213,1552559_a_at,0.0,0.0,0.0,0.0
214,1552562_at,0.0,0.0,0.0,0.0
215,1552563_a_at,0.0,0.0,0.0,0.0
216,1552564_at,-2.912407320687942,-7.205968535674993,-5.099740404058349,-4.346886070040796
217,1552566_at,0.0,0.0,0.0,0.0
218,1552568_at,0.0,0.0,0.0,0.0
219,1552569_a_at,0.0,0.0,0.0,0.0
220,1552570_at,-2.72715347102232,0.0,-2.2877898643728325,0.0
221,1552572_a_at,3.760810567606081,0.0,2.594038219421489,0.0
222,1552573_s_at,4.829716969608526,0.0,3.0333850751706835,3.6635448167570153
223,1552575_a_at,-2.3376925417054157,0.0,-2.965434781342493,-2.2079634889133244
224,1552576_at,0.0,0.0,2.1147035863603163,0.0
225,1552578_a_at,0.0,0.0,0.0,2.3544270747652662
226,1552579_a_at,2.242838674422269,5.060564608560248,2.4786691996017542,2.4049634733986327
227,1552580_at,-3.3701519190187894,-3.237952179247815,0.0,-2.923910665386215
228,1552582_at,0.0,0.0,0.0,0.0
229,1552583_s_at,0.0,0.0,0.0,0.0
230,1552584_at,0.0,3.9371573660018697,0.0,5.4513446213229
231,1552585_s_at,4.375662198416565,2.1260895914086917,0.0,2.678877449341285
232,1552586_at,2.1375447482986467,0.0,0.0,0.0
233,1552587_at,0.0,2.149807246912556,0.0,0.0
234,1552588_a_at,2.2001757942447377,0.0,0.0,0.0
235,1552590_a_at,-2.2618659893755533,0.0,0.0,0.0
236,1552592_at,0.0,0.0,0.0,0.0
237,1552594_at,2.064937252573636,0.0,0.0,0.0
238,1552596_at,0.0,0.0,0.0,0.0
239,1552598_at,0.0,0.0,0.0,3.3873282918483727
240,1552599_at,2.1350398016758434,0.0,0.0,0.0
241,1552602_at,0.0,0.0,0.0,0.0
242,1552604_at,0.0,0.0,0.0,0.0
243,1552605_s_at,0.0,0.0,0.0,0.0
244,1552607_at,2.2735750795529786,2.5587960684811546,2.319062378149429,0.0
245,1552608_at,2.118027233757156,0.0,0.0,0.0
246,1552609_s_at,0.0,0.0,0.0,0.0
247,1552610_a_at,2.9943315611424905,0.0,2.5351346222522544,2.40417921680053
248,1552611_a_at,0.0,0.0,0.0,0.0
249,1552612_at,0.0,-2.7993866583872693,0.0,-2.4863700575135192
250,1552613_s_at,0.0,-2.587046591115696,0.0,-2.7539581843786807
251,1552615_at,0.0,0.0,0.0,0.0
252,1552616_a_at,0.0,0.0,-2.297397447332035,-2.9715648792417917
253,1552617_a_at,2.8332004014748065,3.0063277888961273,4.996406387532136,0.0
254,1552618_at,2.4418164902718935,3.5427365550080285,3.791026256678475,2.7496523926176724
255,1552619_a_at,-3.4679023487229252,0.0,0.0,-3.2314637533629247
256,1552620_at,0.0,0.0,0.0,0.0
257,1552621_at,0.0,2.400735960416322,0.0,0.0
258,1552622_s_at,0.0,0.0,0.0,0.0
259,1552623_at,-2.2666405987895986,-2.228615328031978,0.0,0.0
260,1552625_a_at,0.0,2.52927318190671,0.0,0.0
261,1552626_a_at,3.9392437550547945,-2.5813518614706457,-5.58521796477089,0.0
262,1552627_a_at,3.7973094798704023,-2.9485683268567926,0.0,0.0
263,1552628_a_at,0.0,0.0,0.0,0.0
264,1552629_a_at,0.0,0.0,0.0,0.0
265,1552630_a_at,0.0,0.0,0.0,0.0
266,1552631_a_at,0.0,0.0,-2.3264446401322343,0.0
267,1552632_a_at,0.0,0.0,0.0,3.4701370024297766
268,1552633_at,0.0,0.0,2.5302506263745133,0.0
269,1552634_a_at,0.0,0.0,0.0,0.0
270,1552637_at,0.0,0.0,0.0,0.0
271,1552639_at,-2.243474000059178,0.0,-2.7581821701838267,0.0
272,1552641_s_at,4.224835539597944,3.576495498994023,5.0657496895378,0.0
273,1552643_at,5.4677710412914315,5.323679244687251,4.497729848172217,3.065778177960418
274,1552644_a_at,3.2648141872988035,2.8064727929023108,0.0,0.0
275,1552646_at,2.581215545318583,0.0,0.0,0.0
276,1552648_a_at,2.766048575508691,2.4496201630713808,-3.20420132137201,3.4199555944031745
277,1552649_a_at,0.0,2.7814193078008893,0.0,2.7130946515986896
278,1552651_a_at,0.0,0.0,0.0,0.0
279,1552652_at,-3.041610776511669,0.0,0.0,-2.890353445652819
280,1552656_s_at,0.0,0.0,0.0,0.0
281,1552657_a_at,0.0,0.0,0.0,0.0
282,1552658_a_at,-3.031871896287925,-3.4312359920841464,-3.945842813441009,-3.049182407902047
283,1552660_a_at,2.1983192433541405,0.0,2.9708230044274297,0.0
284,1552661_at,0.0,0.0,0.0,0.0
285,1552662_a_at,2.1879358861491083,0.0,0.0,0.0
286,1552663_a_at,0.0,0.0,0.0,0.0
287,1552664_at,0.0,0.0,0.0,0.0
288,1552665_at,0.0,3.60755963954756,0.0,3.425091749241609
289,1552666_a_at,-5.665582767668061,-5.3274385870961725,0.0,-5.795113735129026
290,1552667_a_at,-3.770935203121561,-2.910107856548822,0.0,-2.771272863365058
291,1552669_at,0.0,0.0,0.0,0.0
292,1552670_a_at,4.619626297167628,4.820777018451844,0.0,4.994482122307624
293,1552671_a_at,0.0,0.0,-2.98669528527886,4.4314056352893445
294,1552672_a_at,5.89367040725728,3.83581163318748,2.802018338996479,0.0
295,1552673_at,3.192232027137512,4.20733611455473,2.5537320329891595,3.482230339034615
296,1552674_at,0.0,0.0,0.0,-2.1628585940151175
297,1552675_at,0.0,0.0,0.0,0.0
298,1552676_at,0.0,0.0,0.0,0.0
299,1552677_a_at,3.850514735052012,0.0,3.480289914224548,2.2588482013122153
300,1552678_a_at,2.7619799857920153,3.505146799259112,3.432103292326776,0.0
301,1552680_a_at,4.254785458665409,6.365275037432969,7.433932562000325,0.0
302,1552682_a_at,0.0,2.6930380313704334,3.2263422703369646,0.0
303,1552684_a_at,6.677418073101076,0.0,2.8385931876113366,2.309406614238209
304,1552685_a_at,0.0,2.5933323722425667,0.0,0.0
305,1552686_at,0.0,0.0,0.0,0.0
306,1552687_a_at,3.873033131039704,4.0643392329412835,2.142075181422457,3.0020601475889155
307,1552689_at,-15.569280143752817,-14.415297481622618,-13.708463000465471,-11.094534689024568
308,1552690_a_at,0.0,0.0,0.0,0.0
309,1552691_at,0.0,4.0723933226513855,0.0,5.850271463523055
310,1552693_at,-2.638319231486806,-3.183215821483224,0.0,0.0
311,1552694_at,-4.97525885105215,-3.192715129601451,-4.426013042429432,-2.747079115131979
312,1552695_a_at,-4.973112139499882,0.0,-4.480719623330799,0.0
313,1552696_at,0.0,0.0,0.0,0.0
314,1552698_at,0.0,0.0,0.0,0.0
315,1552701_a_at,0.0,3.75925041978928,-3.15576023625205,3.1747122994736454
316,1552703_s_at,2.2036545747662104,3.174541032721089,-3.713635279214255,4.033779777619129
317,1552705_at,0.0,0.0,0.0,0.0
318,1552708_a_at,0.0,0.0,2.530403696660624,0.0
319,1552711_a_at,8.946460449950411,0.0,-2.881655910871401,0.0
320,1552712_a_at,-7.065297258592573,-8.066070548191112,-4.817353980279644,-7.076133000872869
321,1552713_a_at,0.0,0.0,0.0,0.0
322,1552714_at,-5.267188548911375,-4.379495219834178,-5.196090773917022,-4.958548224151439
323,1552715_a_at,-4.217706719838088,-3.770365251175861,-4.324088564635789,-4.124600435382833
324,1552716_at,9.702616235459256,0.0,0.0,-2.1658894785958553
325,1552717_s_at,2.4082741441113913,0.0,5.236512903047424,0.0
326,1552718_at,4.470021945151907,3.4056653952463933,0.0,3.265952671628803
327,1552719_at,0.0,0.0,0.0,0.0
328,1552721_a_at,-4.067940954157753,0.0,-9.327259838071678,0.0
329,1552722_at,-5.202254125800029,-4.9039238980480935,-4.9456954662744455,-4.9369961696688565
330,1552724_at,-6.239454252286833,-7.325259262786932,-3.857262366818975,-6.615251015264451
331,1552725_s_at,0.0,0.0,0.0,0.0
332,1552726_at,3.15213473170609,0.0,0.0,2.619229939929629
333,1552727_s_at,0.0,0.0,0.0,0.0
334,1552729_at,-3.214964364093066,0.0,-2.552930858896252,-3.2241094028675414
335,1552730_at,0.0,0.0,0.0,0.0
336,1552731_at,0.0,0.0,0.0,0.0
337,1552732_at,-2.199013633287277,0.0,0.0,0.0
338,1552733_at,0.0,0.0,-2.104224785962823,0.0
339,1552734_at,0.0,0.0,0.0,0.0
340,1552735_at,0.0,3.025318534613102,5.373120520326452,0.0
341,1552736_a_at,0.0,0.0,0.0,0.0
342,1552737_s_at,2.245566618131308,0.0,0.0,4.079811985918792
343,1552738_a_at,0.0,0.0,0.0,2.832670545231225
344,1552739_s_at,7.648538459768106,6.09936354261749,6.713677790096331,9.45515065004145
345,1552740_at,0.0,-3.827323737700184,0.0,-3.4867722187262347
346,1552742_at,-3.2276469214943195,0.0,3.640291668615656,0.0
347,1552743_at,0.0,0.0,0.0,0.0
348,1552745_at,0.0,0.0,2.6582644499641788,0.0
349,1552747_a_at,0.0,0.0,0.0,0.0
350,1552749_a_at,0.0,0.0,0.0,0.0
351,1552750_at,0.0,2.0326558401098467,0.0,0.0
352,1552751_a_at,0.0,0.0,0.0,0.0
353,1552752_a_at,-7.843579325951407,0.0,-5.437779540168901,0.0
354,1552754_a_at,-11.838202077524498,-2.9241157089542233,-6.575891929686263,0.0
355,1552755_at,0.0,0.0,0.0,2.202881414965802
356,1552757_s_at,0.0,0.0,0.0,0.0
357,1552758_at,-2.909592959001884,-2.5314328080149764,0.0,-2.5338407534634353
358,1552760_at,-3.05168987125637,-2.4774746234818905,0.0,0.0
359,1552761_at,0.0,-3.678564007144752,-5.75055039327176,0.0
360,1552763_at,5.144638313983264,0.0,0.0,0.0
361,1552765_x_at,12.18224613599744,3.4871237263727717,2.1624562934741403,0.0
362,1552766_at,-2.1612466704591293,0.0,-4.332052648044613,2.9122175233612606
363,1552767_a_at,-7.392581884345861,-2.406717753291713,-8.821322592762197,2.0666149364423347
364,1552768_at,-5.407653140732966,-4.387922793402942,-2.8383392328888224,-3.963281184415336
365,1552769_at,2.6096003280607585,0.0,6.022610776535545,0.0
366,1552770_s_at,0.0,0.0,0.0,0.0
367,1552771_a_at,0.0,0.0,0.0,0.0
368,1552772_at,0.0,0.0,0.0,0.0
369,1552773_at,-3.2974045441876583,-2.6487726001475234,-2.638701864925133,0.0
370,1552774_a_at,-2.968730909514624,-3.4909318824226183,0.0,0.0
371,1552775_at,0.0,0.0,0.0,0.0
372,1552777_a_at,-3.385236104431263,-2.3875413288663623,0.0,0.0
373,1552779_a_at,5.893913892467474,3.0750502446057593,0.0,3.3297923333454107
374,1552782_at,0.0,0.0,0.0,3.751375882018458
375,1552783_at,0.0,0.0,0.0,0.0
376,1552785_at,2.9661877489674944,0.0,4.594264472616366,3.3818817735029008
377,1552787_at,0.0,0.0,0.0,0.0
378,1552788_a_at,0.0,0.0,0.0,0.0
379,1552789_at,0.0,-3.257469241669704,0.0,0.0
380,1552790_a_at,-4.99976789314155,-7.049300660618315,-5.696427177540459,-4.0278855231392985
381,1552791_a_at,0.0,0.0,2.2899147758421456,0.0
382,1552792_at,5.240351826544413,2.0640310181484423,2.763791835942581,0.0
383,1552793_at,0.0,3.8093770976054526,3.0026628683097516,2.2961361551537793
384,1552794_a_at,0.0,0.0,2.7064202655462615,0.0
385,1552796_a_at,0.0,0.0,2.375040452946865,0.0
386,1552797_s_at,0.0,0.0,2.2242260370438633,0.0
387,1552798_a_at,0.0,0.0,-3.05223047140333,0.0
388,1552799_at,0.0,0.0,0.0,0.0
389,1552800_at,0.0,0.0,0.0,0.0
390,1552801_at,0.0,0.0,0.0,0.0
391,1552803_a_at,-5.654726174917507,-4.7360934255019504,2.911742745215734,-5.974413611600754
392,1552804_a_at,0.0,0.0,0.0,0.0
393,1552806_a_at,2.195985065595127,0.0,0.0,2.061694468821846
394,1552807_a_at,2.077466718379801,2.594510263658092,-2.6642136319807137,3.3979192708363417
395,1552808_at,0.0,0.0,0.0,0.0
396,1552809_at,5.305530501296348,2.126385262429133,0.0,0.0
397,1552811_at,0.0,0.0,0.0,0.0
398,1552812_a_at,6.191311833045056,5.392778263586756,7.068404213927771,3.246072940201209
399,1552813_at,0.0,0.0,0.0,0.0
400,1552814_a_at,0.0,0.0,0.0,-2.0871048774421093
401,1552816_at,2.5417251882534453,0.0,0.0,0.0
402,1552818_a_at,0.0,0.0,0.0,0.0
403,1552819_at,0.0,0.0,0.0,0.0
404,1552822_at,0.0,2.4582991934952543,2.04614239259532,0.0
405,1552825_at,9.636178120822628,4.669823617159235,4.743443894838211,4.998130063041597
406,1552826_at,0.0,0.0,0.0,0.0
407,1552827_s_at,0.0,0.0,0.0,0.0
408,1552828_at,0.0,0.0,0.0,0.0
409,1552829_at,0.0,0.0,0.0,0.0
410,1552830_at,2.9052623099721937,2.549571799131342,0.0,2.193248013612482
411,1552833_at,0.0,0.0,0.0,0.0
412,1552834_at,0.0,0.0,0.0,0.0
413,1552835_at,0.0,0.0,-2.4965409844882367,0.0
414,1552836_at,5.3872800749730745,5.631863755154624,5.058084553851455,4.909563793196718
415,1552837_at,0.0,0.0,0.0,0.0
416,1552839_at,0.0,0.0,0.0,0.0
417,1552841_s_at,0.0,0.0,0.0,0.0
418,1552842_at,-4.783354333449413,-5.068302686601477,-3.944328593464362,-4.61259167391888
419,1552843_at,-3.041881295633534,0.0,0.0,-2.0924385102349974
420,1552845_at,0.0,2.209276871379899,3.2053947990456977,0.0
421,1552846_s_at,6.754185714613573,7.005577002312689,3.573519979860148,2.155479442853451
422,1552848_a_at,-5.984616997787587,0.0,-4.21530473073034,0.0
423,1552849_at,0.0,0.0,-3.226478518163902,0.0
424,1552851_at,0.0,0.0,0.0,0.0
425,1552852_a_at,0.0,2.063097964597564,0.0,0.0
426,1552853_at,0.0,0.0,0.0,0.0
427,1552854_a_at,3.603076234562721,0.0,0.0,0.0
428,1552856_at,0.0,0.0,0.0,0.0
